iter	RMSE
418	1.376759972
419	1.375731638
420	1.375086272
421	1.374116077
422	1.373137985
423	1.372404537
424	1.371103341
425	1.370036221
426	1.368822417
427	1.367908281
428	1.366087264
429	1.364949473
430	1.363154228
431	1.36224212
432	1.360960152
433	1.359188291
434	1.358221776
435	1.356474723
436	1.355371169
437	1.354908196
438	1.354069143
439	1.352800142
440	1.352118565
441	1.350391084
442	1.348331964
443	1.346729598
444	1.344928101
445	1.344217638
446	1.342676715
447	1.341487531
448	1.340412335
449	1.33941287
450	1.338577221
451	1.337036376
452	1.335763919
453	1.334963364
454	1.333717432
455	1.332726764
456	1.331818332
457	1.33104813
458	1.33029379
459	1.329455739
460	1.327928182
461	1.326422352
462	1.325245234
463	1.324543173
464	1.323899583
465	1.322196138
466	1.320730343
467	1.318445376
468	1.317018324
469	1.31645186
470	1.315861525
471	1.315310571
472	1.314566363
473	1.313688493
474	1.312391246
475	1.310762907
476	1.310113806
477	1.309224654
478	1.308274171
479	1.307522131
480	1.306386067
481	1.305638778
482	1.304865941
483	1.302311412
484	1.301548824
485	1.300798042
486	1.299341099
487	1.298231331
488	1.297503199
489	1.295893989
490	1.294973246
491	1.293355989
492	1.292022423
493	1.290525917
494	1.288974581
495	1.288552433
496	1.287729481
497	1.286469588
498	1.285524551
499	1.28335256
500	1.2823441
501	1.281776103
502	1.280312619
503	1.279101266
504	1.278243728
505	1.276996496
506	1.27634962
507	1.275462181
508	1.27424653
509	1.272856332
510	1.27148811
511	1.270751301
512	1.270197562
513	1.269228999
514	1.268545752
515	1.266613126
516	1.266038794
517	1.265334659
518	1.263012732
519	1.262463955
520	1.262064665
521	1.261385252
522	1.260559452
523	1.259947508
524	1.258854493
525	1.258199218
526	1.257440629
527	1.256910735
528	1.25590288
529	1.255160839
530	1.254574724
531	1.253361573
532	1.252590597
533	1.251976234
534	1.251272841
535	1.250011251
536	1.248768638
537	1.246802162
538	1.245576463
539	1.245314764
540	1.244567352
541	1.243476397
542	1.242739414
543	1.24215329
544	1.241276262
545	1.239488844
546	1.238173833
547	1.237652146
548	1.236931506
549	1.23570132
550	1.234838084
551	1.233639457
552	1.232466011
553	1.232020251
554	1.230758855
555	1.230026789
556	1.229046726
557	1.227781466
558	1.226831115
559	1.226176417
560	1.225556101
561	1.224429905
562	1.22365067
563	1.223138882
564	1.221965905
565	1.221127065
566	1.220554521
567	1.219864133
568	1.219233959
569	1.218017651
570	1.217429704
571	1.217030286
572	1.216370207
573	1.215443508
574	1.214266795
575	1.213297634
576	1.21207855
577	1.211567783
578	1.210874771
579	1.209848258
580	1.208969678
581	1.208093405
582	1.206928708
583	1.205194452
584	1.203570706
585	1.202420889
586	1.201308266
587	1.200192778
588	1.199112858
589	1.198607987
590	1.198012719
591	1.197580987
592	1.196515885
593	1.194539202
594	1.193475477
595	1.192892944
596	1.192211407
597	1.191590452
598	1.190703727
599	1.190129447
600	1.189095541
601	1.188358537
602	1.186934326
603	1.185864233
604	1.184802434
605	1.183740758
606	1.18269114
607	1.181853996
608	1.181132078
609	1.180089302
610	1.179062227
611	1.178568346
612	1.177941399
613	1.17745078
614	1.17642943
615	1.17594423
616	1.175387532
617	1.174398412
618	1.173922638
619	1.173349684
620	1.172374341
621	1.170540422
622	1.169189289
623	1.168914488
624	1.167933429
625	1.166970836
626	1.165915097
627	1.165369711
628	1.164893199
629	1.164308387
630	1.163831844
631	1.162418935
632	1.161560372
633	1.161150409
634	1.160159918
635	1.159354097
636	1.158648676
637	1.157863078
638	1.157046966
639	1.156651375
640	1.155738669
641	1.154781108
642	1.154020154
643	1.153087779
644	1.152615903
645	1.151395918
646	1.150475942
647	1.149364707
648	1.14879856
649	1.147869526
650	1.147429967
651	1.146504152
652	1.145160918
653	1.144330126
654	1.14382278
655	1.142909127
656	1.141796207
657	1.140696582
658	1.139645693
659	1.139380017
660	1.138951477
661	1.137565307
662	1.136934785
663	1.136088929
664	1.135382286
665	1.134830641
666	1.133665053
667	1.132773704
668	1.131776139
669	1.131543575
670	1.13099876
671	1.130619483
672	1.129739749
673	1.128872968
674	1.128018948
675	1.127253765
676	1.126773553
677	1.126323784
678	1.125520576
679	1.124688339
680	1.123868357
681	1.122853323
682	1.121982749
683	1.121261053
684	1.120775596
685	1.119965287
686	1.119412481
687	1.118613691
688	1.117826666
689	1.117039508
690	1.116426402
691	1.115307406
692	1.114779717
693	1.11420453
694	1.113370048
695	1.112758035
696	1.111978871
697	1.110874205
698	1.11025001
699	1.109492187
700	1.109043958
701	1.107803629
702	1.106939811
703	1.106296535
704	1.105547601
705	1.104809694
706	1.104251004
707	1.103417546
708	1.102801331
709	1.102292417
710	1.10116899
711	1.100190538
712	1.099310596
713	1.09811034
714	1.097400352
715	1.096523895
716	1.095459259
717	1.09484357
718	1.093968362
719	1.093438001
720	1.092576025
721	1.091734453
722	1.091012733
723	1.090492049
724	1.090063956
725	1.089331509
726	1.088578511
727	1.087552857
728	1.086713384
729	1.085870191
730	1.085153376
731	1.084731609
732	1.084231739
733	1.083578963
734	1.083033176
735	1.082329856
736	1.081656535
737	1.080667522
738	1.080204129
739	1.079469872
740	1.079253176
741	1.078574017
742	1.078073529
743	1.077437505
744	1.076698268
745	1.07615231
746	1.075418361
747	1.075011441
748	1.074800482
749	1.073699845
750	1.072975553
751	1.071997678
752	1.071314713
753	1.070641502
754	1.070208907
755	1.069516282
756	1.068966137
757	1.068481301
758	1.067634562
759	1.066949231
760	1.065994258
761	1.065408771
762	1.064879269
763	1.064234973
764	1.063717604
765	1.063208196
766	1.062811872
767	1.061694932
768	1.061289259
769	1.060472511
770	1.059969909
771	1.059314673
772	1.058825748
773	1.058163085
774	1.057781745
775	1.057238577
776	1.056441722
777	1.055694422
778	1.055290279
779	1.054518656
780	1.054058878
781	1.053608847
782	1.052505351
783	1.051703025
784	1.051047311
785	1.049841487
786	1.049310363
787	1.048849749
788	1.047850861
789	1.047299271
790	1.046818149
791	1.046254754
792	1.04547488
793	1.044562082
794	1.043349112
795	1.042590951
796	1.041563268
797	1.041068861
798	1.040057441
799	1.039672668
800	1.039246248
801	1.038725271
802	1.037900367
803	1.03701397
804	1.036528254
805	1.036035548
806	1.035494815
807	1.034869272
808	1.03387093
809	1.033222994
810	1.032306777
811	1.031425324
812	1.030487449
813	1.029910138
814	1.029547198
815	1.028978317
816	1.028017741
817	1.027543574
818	1.026966044
819	1.026325353
820	1.02551434
821	1.024775502
822	1.024307461
823	1.023846555
824	1.023249736
825	1.022522499
826	1.021922318
827	1.021017938
828	1.020521323
829	1.019427104
830	1.018988618
831	1.018410342
832	1.017920376
833	1.017397793
834	1.016893623
835	1.016287294
836	1.015696347
837	1.015044934
838	1.014327136
839	1.013878561
840	1.01317422
841	1.012978282
842	1.012075341
843	1.011631743
844	1.011283159
845	1.010266031
846	1.009676477
847	1.00849896
848	1.008056319
849	1.007476235
850	1.006512162
851	1.006071608
852	1.005715271
853	1.005188666
854	1.00475366
855	1.003800255
856	1.003294843
857	1.002864006
858	1.002373406
859	1.001949217
860	1.00145659
861	1.001116969
862	1.000048222
863	0.9996195728
864	0.9990289682
865	0.9980325436
866	0.9975503678
867	0.9970517027
868	0.9963839433
869	0.995529876
870	0.9951296464
871	0.9941278102
872	0.9936175977
873	0.9929170803
874	0.992428408
875	0.9919307362
876	0.9913237918
877	0.9904092457
878	0.9901256891
879	0.9898043515
880	0.9891888936
881	0.9887715273
882	0.9881717359
883	0.9875468355
884	0.9872103695
885	0.9866637106
886	0.9861188922
887	0.9853264511
888	0.9849082228
889	0.984037337
890	0.9833124742
891	0.983100861
892	0.9827721971
893	0.9823596391
894	0.9818266478
895	0.9815038495
896	0.9810837096
897	0.9806033676
898	0.9800257605
899	0.978938874
900	0.9781687494
901	0.9776344236
902	0.9773118799
903	0.9768377005
904	0.9758323083
905	0.975432949
906	0.9745853884
907	0.9740990522
908	0.9737839645
909	0.9727707816
910	0.9721964658
911	0.9716989259
912	0.971230639
913	0.9703081817
914	0.9698464303
915	0.9694553296
916	0.9689046903
917	0.9682806484
918	0.967778776
919	0.9673294665
920	0.9670045625
921	0.9665924584
922	0.9658156908
923	0.9653968198
924	0.9645618798
925	0.9641182132
926	0.9632248617
927	0.9623020199
928	0.9619170171
929	0.9616696297
930	0.9610530421
931	0.9604750482
932	0.9601782698
933	0.959410312
934	0.9589752755
935	0.9580580898
936	0.9571624291
937	0.9561330619
938	0.955244067
939	0.9547590918
940	0.9544589619
941	0.9536243962
942	0.9526275375
943	0.95146714
944	0.9506160288
945	0.9502045214
946	0.9495182588
947	0.949241367
948	0.9485217244
949	0.9480112612
950	0.9474766756
951	0.9468425195
952	0.9458548245
953	0.945424053
954	0.9449579431
955	0.9440605056
956	0.943495492
957	0.942975106
958	0.9425670931
959	0.9421414196
960	0.941213298
961	0.9406631376
962	0.9402887708
963	0.9401045051
964	0.9394227401
965	0.9389703626
966	0.9382932913
967	0.9379514685
968	0.9375820952
969	0.9373032334
970	0.9368301775
971	0.9357210639
972	0.9348378237
973	0.9343049129
974	0.9332908559
975	0.9323284333
976	0.9314797084
977	0.9311153233
978	0.9308167231
979	0.9298996457
980	0.9296064507
981	0.9291601839
982	0.9283907715
983	0.9274714796
984	0.9267029292
985	0.9260687455
986	0.9256637038
987	0.9252043358
988	0.9248550552
989	0.9244890029
990	0.9241994372
991	0.9237885957
992	0.9235347899
993	0.9231359422
994	0.922733874
995	0.9223534155
996	0.9220425851
997	0.9214615072
998	0.9207972619
999	0.9198418749
2048
954	0.4152331135
955	0.4148078982
956	0.4147288144
957	0.4145131354
958	0.4143121495
959	0.4141406412
960	0.4140733853
961	0.413537352
962	0.4133631026
963	0.4132096261
964	0.4131356785
965	0.4130000302
966	0.4123909416
967	0.4122158964
968	0.411972814
969	0.411474994
970	0.4113837633
971	0.4111353055
972	0.4109852594
973	0.4106659534
974	0.4105807651
975	0.4104240198
976	0.4102418998
977	0.4101857491
978	0.4101177845
979	0.4099086027
980	0.4098347428
981	0.4094068336
982	0.4093650835
983	0.4093262589
984	0.4088722902
985	0.4087210192
986	0.4086658654
987	0.4085957662
988	0.4080354042
989	0.407867298
990	0.407672933
991	0.4074959428
992	0.4074395903
993	0.4072812682
994	0.4066414534
995	0.4062443001
996	0.4061874272
997	0.405806806
998	0.405652755
999	0.4055608577
.398168266
998	0.3979735047
999	0.3977976327
